species,pu,amount
4655,2464,53568
2000938,2464,69728
2000729,2464,110301
2000307,2464,180046
4637,2464,205735
4672,2464,205735
4657,2464,300920
4673,2464,355981
4619,2464,1177904
4671,2464,1177904
4601,2465,18449
4670,2465,18449
4637,2465,25731
4672,2465,25731
2000952,2465,59900
2000307,2465,59900
4655,2465,136396
4657,2465,507935
4673,2465,644331
4619,2465,1081739
4671,2465,1081739
4656,2466,55843
4655,2466,66803
4657,2466,389031
4673,2466,511677
4619,2466,1332561
4671,2466,1332561
2000938,2467,4370
2000307,2467,4371
4655,2467,105699
4657,2467,171216
4673,2467,276915
2000004,2522,2540
2000729,2522,3894
2000305,2522,3895
4643,2522,43729
4672,2522,43729
2000500,2522,47250
2000820,2523,26852
2000005,2523,28131
4643,2523,35505
2000024,2523,37418
4637,2523,60333
2000101,2523,74261
2000004,2523,83250
4672,2523,95838
2000500,2523,277586
2000729,2523,488330
2000305,2523,515186
2000706,2524,9888
2000820,2524,12330
2000004,2524,557251
2000005,2524,722805
2000729,2524,887724
2000892,2524,1090058
2000500,2524,2000000
2000305,2524,2000000
2000706,2525,41641
2000797,2525,42316
2000892,2525,1916043
2000500,2525,2000000
2000305,2525,2000000
2000797,2526,3317
2000302,2526,4372
2000913,2526,38038
2000706,2526,130078
2000005,2526,435806
2000004,2526,741419
2000892,2526,1828567
2000305,2526,1995628
2000500,2526,2000000
2000090,2527,34042
2000008,2527,69931
2000302,2527,313721
2000915,2527,477712
2000913,2527,1522288
2000305,2527,1686279
2000500,2527,2000000
2000859,2528,239857
2000101,2528,435808
2000090,2528,785191
2000913,2528,812224
2000915,2528,947918
2000500,2528,2000000
2000305,2528,2000000
2000302,2529,793
2000004,2529,3064
2000305,2529,1999207
2000500,2529,2000000
2000915,2529,2000000
2000915,2530,108071
2000034,2530,192682
2000861,2530,1891929
2000500,2530,2000000
2000305,2530,2000000
2000861,2531,572519
2000915,2531,1427481
2000500,2531,2000000
2000305,2531,2000000
2000861,2532,987
2000797,2532,5331
2000004,2532,22244
2000915,2532,1993682
2000500,2532,2000000
2000305,2532,2000000
2000797,2533,1878
2000795,2533,9174
2000704,2533,41711
2000706,2533,67830
2000859,2533,264642
2000861,2533,270974
2000915,2533,1343791
2000500,2533,1777324
2000305,2533,2000000
2000797,2534,15704
2000861,2534,1984296
2000500,2534,2000000
2000305,2534,2000000
2000307,2535,6925
2000305,2535,1993075
2000500,2535,2000000
2000861,2535,2000000
2000859,2536,176990
2000938,2536,246470
2000305,2536,779679
2000307,2536,1220321
2000861,2536,1576540
2000500,2536,1898925
2000704,2537,15004
2000706,2537,26599
2000797,2537,32128
2000307,2537,67988
2000915,2537,264449
2000859,2537,590804
2000861,2537,1071015
2000305,2537,1932012
2000500,2537,2000000
2000339,2538,48068
2000915,2538,726249
2000108,2538,1256689
2000913,2538,1273751
2000305,2538,1951932
2000500,2538,2000000
2000730,2539,20422
4634,2539,33726
4672,2539,33726
2000305,2539,147672
2000913,2539,673242
2000938,2539,702900
2000500,2539,934630
2000339,2539,1248901
2000913,2540,15827
2000034,2540,17351
2000706,2540,18771
2000861,2540,21207
2000730,2540,37507
2000938,2540,58523
4634,2540,185368
4672,2540,185368
2000915,2540,810837
2000500,2540,815399
2000305,2540,962679
2000704,2541,150
2000706,2541,719
2000938,2541,8278
2000915,2541,19129
2000917,2541,428464
2000913,2541,1218387
2000500,2541,1421367
2000339,2541,2000000
2000938,2542,135151
2000913,2542,327153
2000309,2542,502986
2000861,2542,671266
2000915,2542,866430
2000339,2542,1497014
2000500,2542,1932777
4634,2543,419
4672,2543,419
2000730,2543,5640
2000706,2543,21701
2000024,2543,33476
2000913,2543,35683
2000938,2543,297896
2000500,2543,575064
2000915,2543,840752
2000307,2543,1201707
2000938,2545,17500
2000915,2545,834785
2000305,2545,938380
2000339,2545,1061620
2000913,2545,1147715
2000500,2545,2000000
2000706,2546,33275
2000915,2546,1966725
2000500,2546,2000000
2000305,2546,2000000
2000797,2547,21016
2000706,2547,25044
4642,2547,57342
4643,2547,66487
4672,2547,123829
2000861,2547,650069
2000915,2547,855595
2000500,2547,1542786
2000305,2547,1551724
2000861,2548,5216
2000305,2548,5216
2000500,2548,6723
2000797,2550,6961
2000706,2550,20469
2000305,2550,168149
4643,2550,191008
4672,2550,191008
2000500,2550,198121
2000339,2550,326970
2000861,2550,467684
2000795,2551,2176
2000704,2551,5580
2000820,2551,8328
2000339,2551,187020
2000859,2551,507374
2000056,2551,574144
2000729,2551,626460
2000305,2551,962902
2000500,2551,1180078
2000307,2552,150553
2000729,2552,600776
2000892,2552,1399224
2000305,2552,1849447
2000056,2552,2000000
2000500,2552,2000000
2000820,2553,6353
2000892,2553,115074
2000056,2553,578163
2000729,2553,831684
2000307,2553,962514
2000305,2553,1037486
2000917,2553,1046889
2000500,2553,2000000
2000730,2554,209
2000938,2554,180020
2000729,2554,783736
2000917,2554,1025832
2000500,2554,1921094
2000307,2554,1989797
2000730,2555,17572
2000729,2555,222590
4619,2555,311216
4671,2555,311216
2000033,2555,373786
2000917,2555,595634
2000938,2555,741281
2000500,2555,1494072
2000307,2555,1577098
2000917,2556,4688
4643,2556,61743
4672,2556,61743
2000820,2556,64063
2000307,2556,260665
2000074,2556,465178
2000500,2556,669572
2000305,2556,772124
2000729,2556,964030
2000729,2557,195753
2000056,2557,866937
2000892,2557,1804247
2000500,2557,2000000
2000305,2557,2000000
2000797,2558,8328
2000317,2558,41353
2000305,2558,1958647
2000056,2558,1981656
2000892,2558,1991672
2000500,2558,2000000
2000706,2559,4435
2000938,2559,7906
4601,2559,33894
4670,2559,33894
2000820,2559,41918
4637,2559,63043
4672,2559,63043
2000302,2559,136418
2000098,2559,136424
2000892,2559,242629
2000314,2559,302277
2000056,2559,430051
4619,2559,576243
4671,2559,576243
2000317,2559,822541
2000729,2559,964348
2000500,2559,1039287
2000500,2560,3
2000938,2560,42136
4601,2560,43149
4670,2560,43149
4629,2560,76788
2000952,2560,103133
4637,2560,154173
2000307,2560,154366
4672,2560,230961
4619,2560,1549894
4671,2560,1549894
2000500,2561,4505
2000952,2561,14790
4655,2561,24120
2000938,2561,41940
4656,2561,47993
2000307,2561,56733
4637,2561,60316
4672,2561,60316
4601,2561,102122
4670,2561,102122
4657,2561,155859
4673,2561,227972
4619,2561,1504576
4671,2561,1504576
4624,2562,1686
4672,2562,1686
4655,2562,39101
2000938,2562,109711
2000307,2562,109714
4656,2562,120466
4657,2562,320419
4673,2562,479986
4619,2562,675345
4671,2562,675345
2000820,2619,8781
4637,2619,49300
4643,2619,65236
2000098,2619,91731
4672,2619,114536
2000005,2619,116653
2000004,2619,201722
2000729,2619,413285
2000500,2619,422048
2000305,2619,422093
2000005,2620,126576
2000004,2620,378293
2000892,2620,404393
2000024,2620,430034
2000729,2620,1595607
2000500,2620,1840987
2000305,2620,2000000
2000500,2621,2000000
2000892,2621,2000000
2000305,2621,2000000
2000797,2622,16474
2000706,2622,82265
2000892,2622,1901261
2000500,2622,2000000
2000305,2622,2000000
2000706,2623,19212
2000915,2623,134667
2000005,2623,255954
2000090,2623,352792
2000913,2623,387182
2000008,2623,712749
2000302,2623,921987
2000305,2623,1078013
2000892,2623,1458940
2000500,2623,2000000
2000004,2624,2835
2000302,2624,2965
2000005,2624,180438
2000913,2624,551798
2000915,2624,1448202
2000305,2624,1997035
2000500,2624,2000000
2000101,2625,134703
2000500,2625,2000000
2000915,2625,2000000
2000305,2625,2000000
2000500,2626,2000000
2000915,2626,2000000
2000305,2626,2000000
2000861,2627,196562
2000915,2627,1803438
2000500,2627,2000000
2000305,2627,2000000
2000797,2628,2997
2000004,2628,98727
2000915,2628,1997003
2000500,2628,2000000
2000305,2628,2000000
2000500,2629,2000000
2000915,2629,2000000
2000305,2629,2000000
2000706,2630,16656
2000797,2630,22880
2000915,2630,618715
2000861,2630,1341749
2000500,2630,2000000
2000305,2630,2000000
2000706,2631,8328
2000797,2631,8328
2000915,2631,293303
2000861,2631,1690040
2000500,2631,2000000
2000305,2631,2000000
2000821,2632,366
2000730,2632,3777
2000938,2632,144715
2000307,2632,276774
2000500,2632,1642120
2000305,2632,1722912
2000861,2632,1850826
2000797,2633,24426
2000706,2633,33169
2000861,2633,1942405
2000500,2633,2000000
2000305,2633,2000000
2000797,2634,12990
2000913,2634,80239
2000861,2634,119231
2000859,2634,130811
2000108,2634,319747
2000915,2634,1656730
2000500,2634,2000000
2000305,2634,2000000
2000108,2635,244088
2000913,2635,658250
2000915,2635,1341750
2000500,2635,2000000
2000305,2635,2000000
2000730,2636,149
2000704,2636,7187
2000797,2636,8328
2000706,2636,11530
2000034,2636,21189
2000938,2636,46499
2000339,2636,611334
2000913,2636,624037
2000915,2636,783564
2000305,2636,869960
2000500,2636,1425945
2000706,2637,865
2000861,2637,4228
2000913,2637,738605
2000339,2637,882912
2000305,2637,1117088
2000915,2637,1256302
2000500,2637,2000000
2000938,2638,4580
2000706,2638,34393
2000861,2638,347770
2000913,2638,498797
2000309,2638,693511
2000915,2638,1052151
2000339,2638,1306489
2000500,2638,1869315
2000938,2639,52659
2000861,2639,184603
2000309,2639,443712
2000915,2639,710567
2000339,2639,758770
2000307,2639,797518
2000913,2639,1052172
2000500,2639,2000000
2000500,2640,65663
2000913,2640,100112
2000307,2640,100112
2000704,2641,151
2000730,2641,69171
2000728,2641,289541
2000913,2641,291253
2000937,2641,341623
2000307,2641,535512
2000938,2641,761003
2000339,2641,1217233
2000500,2641,1499124
2000797,2642,2570
2000309,2642,14337
2000305,2642,1985663
2000915,2642,1997430
2000500,2642,2000000
2000706,2643,17664
2000915,2643,1982336
2000500,2643,2000000
2000305,2643,2000000
2000706,2644,26087
2000915,2644,229592
2000861,2644,1469390
2000500,2644,1575068
2000305,2644,1725070
2000706,2646,30326
2000309,2646,41517
4643,2646,50711
4672,2646,50711
2000500,2646,557147
2000305,2646,585372
2000861,2646,596564
2000706,2647,6410
2000797,2647,9817
2000795,2647,27402
2000704,2647,42134
2000861,2647,356417
2000859,2647,555307
2000500,2647,985592
2000339,2647,997496
2000704,2648,16657
2000339,2648,42278
2000892,2648,118281
2000729,2648,645355
2000309,2648,916846
2000305,2648,1040875
2000859,2648,1219708
2000056,2648,2000000
2000500,2648,2000000
2000729,2649,678129
2000892,2649,1321871
2000056,2649,2000000
2000500,2649,2000000
2000305,2649,2000000
2000917,2650,6047
2000820,2650,35685
2000892,2650,41464
2000307,2650,963932
2000305,2650,1036068
2000729,2650,1916804
2000500,2650,2000000
2000917,2651,752516
2000307,2651,879945
2000305,2651,1120055
2000729,2651,1247484
2000500,2651,2000000
2000938,2652,1749
2000799,2652,8328
2000305,2652,295092
2000033,2652,309988
2000004,2652,327897
2000729,2652,552123
2000917,2652,1437799
2000307,2652,1704908
2000500,2652,1994057
2000820,2653,2965
2000892,2653,991482
2000729,2653,1005553
2000500,2653,2000000
2000305,2653,2000000
2000318,2654,64609
2000305,2654,1935391
2000056,2654,2000000
2000500,2654,2000000
2000892,2654,2000000
2000305,2655,852
2000706,2655,15734
2000915,2655,112728
2000318,2655,122426
2000098,2655,493239
2000892,2655,1871538
2000317,2655,1876722
2000056,2655,2000000
2000500,2655,2000000
2000318,2656,14
2000316,2656,1699
4629,2656,5746
2000820,2656,8040
4601,2656,11950
4670,2656,11950
4637,2656,30563
4672,2656,36309
2000915,2656,58077
4619,2656,623327
4671,2656,623327
2000056,2656,656283
2000729,2656,1159224
2000500,2656,1182620
2000302,2656,1223634
2000820,2657,2188
4601,2657,15172
4670,2657,15172
2000917,2657,46759
2000005,2657,51048
2000034,2657,178927
2000056,2657,197837
2000500,2657,713615
2000729,2657,856531
2000302,2657,905494
4619,2657,972190
4671,2657,972190
4657,2658,1648
4673,2658,1648
4637,2658,24187
2000500,2658,40130
2000952,2658,42095
4624,2658,157435
4625,2658,202271
2000938,2658,357677
4672,2658,383893
2000307,2658,399782
4619,2658,493605
4671,2658,493605
4637,2715,25169
4643,2715,135519
4672,2715,160688
2000500,2715,342682
2000004,2715,375002
2000098,2715,623418
2000005,2715,645953
2000729,2715,803226
2000305,2715,803244
2000820,2716,26423
2000004,2716,107614
2000729,2716,1949512
2000305,2716,1975935
2000500,2716,1998181
2000706,2717,65
2000797,2717,16694
2000004,2717,98334
2000892,2717,1983241
2000500,2717,2000000
2000305,2717,2000000
2000797,2718,9756
2000706,2718,40373
2000892,2718,1949871
2000500,2718,2000000
2000305,2718,2000000
2000706,2719,37284
2000892,2719,1962716
2000500,2719,2000000
2000305,2719,2000000
2000008,2720,2512
2000797,2720,16657
2000913,2720,619003
2000305,2720,679337
2000302,2720,1320663
2000915,2720,1364340
2000500,2720,2000000
2000913,2721,22029
2000101,2721,214680
2000048,2721,232492
2000004,2721,514152
2000005,2721,587111
2000915,2721,1977971
2000500,2721,2000000
2000305,2721,2000000
2000500,2722,2000000
2000915,2722,2000000
2000305,2722,2000000
2000861,2723,7098
2000915,2723,1992902
2000500,2723,2000000
2000305,2723,2000000
2000706,2724,10009
2000797,2724,11284
2000915,2724,1978707
2000500,2724,2000000
2000305,2724,2000000
2000500,2725,2000000
2000915,2725,2000000
2000305,2725,2000000
2000797,2726,10137
2000706,2726,73244
2000915,2726,1916619
2000500,2726,2000000
2000305,2726,2000000
2000797,2727,4869
2000861,2727,725258
2000915,2727,1269873
2000500,2727,2000000
2000305,2727,2000000
2000861,2728,965640
2000915,2728,1034360
2000500,2728,2000000
2000305,2728,2000000
2000915,2729,185845
2000860,2729,487118
2000861,2729,1327037
2000500,2729,2000000
2000305,2729,2000000
2000706,2730,107
2000797,2730,2505
2000860,2730,452859
2000861,2730,642252
2000915,2730,902278
2000500,2730,2000000
2000305,2730,2000000
2000108,2731,235455
2000913,2731,668058
2000915,2731,1331942
2000500,2731,2000000
2000305,2731,2000000
2000938,2732,16183
2000915,2732,758904
2000305,2732,970295
2000339,2732,1029705
2000913,2732,1224913
2000500,2732,1998981
2000706,2733,7463
2000339,2733,512651
2000915,2733,900008
2000913,2733,1092529
2000305,2733,1487349
2000500,2733,2000000
2000704,2734,46846
2000915,2734,58470
2000913,2734,1613247
2000500,2734,2000000
2000339,2734,2000000
2000339,2735,38
2000915,2735,400138
2000861,2735,420912
2000913,2735,1178950
2000309,2735,1999962
2000500,2735,2000000
2000339,2736,28039
2000024,2736,366915
2000938,2736,585426
2000913,2736,975328
2000500,2736,1513294
2000307,2736,1532716
2000704,2737,8208
2000795,2737,25109
2000938,2737,190348
2000307,2737,611725
2000339,2737,685465
2000913,2737,1073524
2000500,2737,1269288
2000938,2738,3142
2000915,2738,324529
2000339,2738,343714
2000305,2738,373378
2000309,2738,1282908
2000913,2738,1672329
2000500,2738,2000000
2000706,2739,22281
2000309,2739,162579
2000305,2739,1837421
2000915,2739,1977719
2000500,2739,2000000
2000861,2740,1113
2000706,2740,8328
2000915,2740,1990559
2000500,2740,2000000
2000305,2740,2000000
2000797,2741,459
2000339,2741,4202
2000795,2741,46451
2000704,2741,47122
2000859,2741,577713
2000861,2741,705881
2000500,2741,1189174
2000305,2741,1373430
2000797,2743,6954
2000915,2743,15333
2000706,2743,20863
2000305,2743,122990
2000859,2743,123769
2000339,2743,695830
2000309,2743,1181181
2000861,2743,1833081
2000500,2743,2000000
2000795,2744,2474
2000797,2744,8328
2000704,2744,68660
2000309,2744,88268
2000861,2744,438798
2000859,2744,1468128
2000056,2744,1733436
2000339,2744,1898121
2000500,2744,1964826
2000892,2745,80286
2000305,2745,462377
2000859,2745,513280
2000729,2745,1406435
2000309,2745,1537623
2000056,2745,2000000
2000500,2745,2000000
2000706,2746,1680
2000820,2746,2984
2000067,2746,97171
2000729,2746,328216
2000892,2746,1667119
2000056,2746,1743383
2000500,2746,2000000
2000305,2746,2000000
2000820,2747,2652
2000917,2747,35028
2000307,2747,322652
2000305,2747,1677348
2000729,2747,1962320
2000500,2747,2000000
2000820,2748,8328
2000917,2748,159293
2000004,2748,190935
2000305,2748,258272
2000307,2748,1741728
2000729,2748,1832378
2000500,2748,2000000
2000820,2749,8328
2000892,2749,473242
2000729,2749,1518429
2000500,2749,2000000
2000305,2749,2000000
2000797,2750,8328
2000318,2750,420893
2000915,2750,437100
2000056,2750,889791
2000892,2750,1554572
2000305,2750,1579107
2000500,2750,2000000
2000706,2751,9251
2000317,2751,102808
2000305,2751,219301
2000915,2751,502983
2000316,2751,689799
2000318,2751,988092
2000892,2751,1487766
2000056,2751,2000000
2000500,2751,2000000
2000706,2752,8328
2000892,2752,9733
2000302,2752,62831
2000316,2752,132520
2000729,2752,202665
2000317,2752,207183
2000318,2752,1597466
2000915,2752,1779274
2000056,2752,2000000
2000500,2752,2000000
2000005,2753,8488
2000799,2753,16657
2000820,2753,24884
4619,2753,71716
4671,2753,71716
4629,2753,75678
4672,2753,75678
2000917,2753,564933
2000056,2753,1151434
2000729,2753,1188657
2000500,2753,1687298
2000302,2753,1795131
2000799,2754,3130
2000917,2754,4200
2000708,2754,5499
2000820,2754,25574
2000952,2754,27735
2000307,2754,27735
4624,2754,160016
4672,2754,160016
4619,2754,173695
4671,2754,173695
2000034,2754,300447
2000056,2754,410394
2000005,2754,457237
2000500,2754,881608
2000729,2754,1109767
2000302,2754,1148177
2000500,2813,55
4637,2814,39
4672,2814,39
4612,2814,6293
4670,2814,6293
2000820,2814,25401
2000005,2814,345503
2000004,2814,597948
2000729,2814,887831
2000305,2814,913231
2000500,2814,1024751
2000004,2815,177772
2000729,2815,456144
2000892,2815,1543856
2000500,2815,2000000
2000305,2815,2000000
2000797,2816,31888
