id,name,prop,spf
2000947,RiverinesuccessionswithEucalyptusdeglupta100,0.34,100
2000952,Scrub100,0.34,100
2000953,SeralForestVolcanicsuccessions100,0.34,100
2000955,Swamp100,0.34,100
2000957,SwampforestwithCampnosperma100,0.34,100
2000960,Swampgrassland100,0.34,100
2000961,Swampwoodland100,0.34,100
2000964,TimberPlantation100,0.34,100
2000965,Urban100,0,100
2000966,Volcanicsuccessionsdominatedbygrass100,0.34,100
2000967,Volcanicsuccessionsdominatedbyscrub100,0.34,100
2000968,Volcanicsuccessionsdominatedbywoodland100,0.34,100
